source_file,original_state,original_district,standardized_state,standardized_district,mapping_reason,confidence
District_FloodImpact.csv,,Ambedkar Nagar,,Ambedkar Nagar,unchanged source name,HIGH
District_FloodImpact.csv,,Rae Bareli,,Rae Bareli,unchanged source name,HIGH
District_FloodImpact.csv,,Jalaun,,Jalaun,unchanged source name,HIGH
District_FloodImpact.csv,,Azamgarh,,Azamgarh,unchanged source name,HIGH
District_FloodImpact.csv,,Mau,,Mau,unchanged source name,HIGH
District_FloodImpact.csv,,Fatehpur,,Fatehpur,unchanged source name,HIGH
District_FloodImpact.csv,,Ballia,,Ballia,unchanged source name,HIGH
District_FloodImpact.csv,,Jaunpur,,Jaunpur,unchanged source name,HIGH
District_FloodImpact.csv,,Jhansi,,Jhansi,unchanged source name,HIGH
District_FloodImpact.csv,,Banda,,Banda,unchanged source name,HIGH
District_FloodImpact.csv,,Ghazipur,,Ghazipur,unchanged source name,HIGH
District_FloodImpact.csv,,Kaushambi,,Kaushambi,unchanged source name,HIGH
District_FloodImpact.csv,,Prayagraj,,Prayagraj,unchanged source name,HIGH
District_FloodImpact.csv,,Varanasi,,Varanasi,unchanged source name,HIGH
District_FloodImpact.csv,,Chitrakoot,,Chitrakoot,unchanged source name,HIGH
District_FloodImpact.csv,,Chandauli,,Chandauli,unchanged source name,HIGH
District_FloodImpact.csv,,Bhadohi,,Bhadohi,unchanged source name,HIGH
District_FloodImpact.csv,,Mirzapur,,Mirzapur,unchanged source name,HIGH
District_FloodImpact.csv,,Lalitpur,,Lalitpur,unchanged source name,HIGH
District_FloodImpact.csv,,Sonbhadra,,Sonbhadra,unchanged source name,HIGH
District_FloodImpact.csv,,Amethi,,Amethi,unchanged source name,HIGH
District_FloodImpact.csv,,Ghaziabad,,Ghaziabad,unchanged source name,HIGH
District_FloodImpact.csv,,Sambhal,,Sambhal,unchanged source name,HIGH
District_FloodImpact.csv,,Mahoba,,Mahoba,unchanged source name,HIGH
District_FloodImpact.csv,,Saharanpur,,Saharanpur,unchanged source name,HIGH
District_FloodImpact.csv,,Bijnor,,Bijnor,unchanged source name,HIGH
District_FloodImpact.csv,,Muzaffarnagar,,Muzaffarnagar,unchanged source name,HIGH
District_FloodImpact.csv,,Baghpat,,Baghpat,unchanged source name,HIGH
District_FloodImpact.csv,,Meerut,,Meerut,unchanged source name,HIGH
District_FloodImpact.csv,,Moradabad,,Moradabad,unchanged source name,HIGH
District_FloodImpact.csv,,Rampur,,Rampur,unchanged source name,HIGH
District_FloodImpact.csv,,Shamli,,Shamli,unchanged source name,HIGH
District_FloodImpact.csv,,Uttarkashi,,Uttarkashi,unchanged source name,HIGH
District_FloodImpact.csv,,Chamoli,,Chamoli,unchanged source name,HIGH
District_FloodImpact.csv,,Dehradun,,Dehradun,unchanged source name,HIGH
District_FloodImpact.csv,,Tehri Garhwal,,Tehri Garhwal,unchanged source name,HIGH
District_FloodImpact.csv,,Rudraprayag,,Rudraprayag,unchanged source name,HIGH
District_FloodImpact.csv,,Pithoragarh,,Pithoragarh,unchanged source name,HIGH
District_FloodImpact.csv,,Bageshwar,,Bageshwar,unchanged source name,HIGH
District_FloodImpact.csv,,Hardwar,,Hardwar,unchanged source name,HIGH
District_FloodImpact.csv,,Garhwal,,Garhwal,unchanged source name,HIGH
District_FloodImpact.csv,,Almora,,Almora,unchanged source name,HIGH
District_FloodImpact.csv,,Nainital,,Nainital,unchanged source name,HIGH
District_FloodImpact.csv,,Champawat,,Champawat,unchanged source name,HIGH
District_FloodImpact.csv,,Udham Singh Nagar,,Udham Singh Nagar,unchanged source name,HIGH
District_FloodImpact.csv,,South Twenty Four Pargan*,,South Twenty Four Pargan*,unchanged source name,HIGH
District_FloodImpact.csv,,Darjiling,,Darjiling,unchanged source name,HIGH
District_FloodImpact.csv,,Jalpaiguri,,Jalpaiguri,unchanged source name,HIGH
District_FloodImpact.csv,,Dakshin Dinajpur,,Dakshin Dinajpur,unchanged source name,HIGH
District_FloodImpact.csv,,Maldah,,Maldah,unchanged source name,HIGH
District_FloodImpact.csv,,Murshidabad,,Murshidabad,unchanged source name,HIGH
District_FloodImpact.csv,,Birbhum,,Birbhum,unchanged source name,HIGH
District_FloodImpact.csv,,Nadia,,Nadia,unchanged source name,HIGH
District_FloodImpact.csv,,Purba Bardhaman,,Purba Bardhaman,unchanged source name,HIGH
District_FloodImpact.csv,,Puruliya,,Puruliya,unchanged source name,HIGH
District_FloodImpact.csv,,Bankura,,Bankura,unchanged source name,HIGH
District_FloodImpact.csv,,North Twenty Four Pargan*,,North Twenty Four Pargan*,unchanged source name,HIGH
District_FloodImpact.csv,,Hooghly,,Hooghly,unchanged source name,HIGH
District_FloodImpact.csv,,Medinipur West,,Medinipur West,unchanged source name,HIGH
District_FloodImpact.csv,,Howrah,,Howrah,unchanged source name,HIGH
District_FloodImpact.csv,,Kolkata,,Kolkata,unchanged source name,HIGH
District_FloodImpact.csv,,Purba Medinipur,,Purba Medinipur,unchanged source name,HIGH
District_FloodImpact.csv,,Alipurduar,,Alipurduar,unchanged source name,HIGH
District_FloodImpact.csv,,Paschim Bardhaman,,Paschim Bardhaman,unchanged source name,HIGH
District_FloodImpact.csv,,Kalimpong,,Kalimpong,unchanged source name,HIGH
District_FloodImpact.csv,,Jhargram,,Jhargram,unchanged source name,HIGH
District_FloodImpact.csv,,Cooch Behar,,Cooch Behar,unchanged source name,HIGH
District_FloodImpact.csv,,Uttar Dinajpur,,Uttar Dinajpur,unchanged source name,HIGH
District_FloodImpact.csv,,Thiruvallur,,Thiruvallur,unchanged source name,HIGH
District_FloodImpact.csv,,Chennai,,Chennai,unchanged source name,HIGH
District_FloodImpact.csv,,Krishnagiri,,Krishnagiri,unchanged source name,HIGH
District_FloodImpact.csv,,Tiruvannamalai,,Tiruvannamalai,unchanged source name,HIGH
District_FloodImpact.csv,,Dharmapuri,,Dharmapuri,unchanged source name,HIGH
District_FloodImpact.csv,,Salem,,Salem,unchanged source name,HIGH
District_FloodImpact.csv,,Erode,,Erode,unchanged source name,HIGH
District_FloodImpact.csv,,The Nilgiris,,The Nilgiris,unchanged source name,HIGH
District_FloodImpact.csv,,Namakkal,,Namakkal,unchanged source name,HIGH
District_FloodImpact.csv,,Perambalur,,Perambalur,unchanged source name,HIGH
District_FloodImpact.csv,,Coimbatore,,Coimbatore,unchanged source name,HIGH
District_FloodImpact.csv,,Tiruchirappalli,,Tiruchirappalli,unchanged source name,HIGH
District_FloodImpact.csv,,Ariyalur,,Ariyalur,unchanged source name,HIGH
District_FloodImpact.csv,,Tiruppur,,Tiruppur,unchanged source name,HIGH
District_FloodImpact.csv,,Thanjavur,,Thanjavur,unchanged source name,HIGH
District_FloodImpact.csv,,Karur,,Karur,unchanged source name,HIGH
District_FloodImpact.csv,,Thiruvarur,,Thiruvarur,unchanged source name,HIGH
District_FloodImpact.csv,,Dindigul,,Dindigul,unchanged source name,HIGH
District_FloodImpact.csv,,Madurai,,Madurai,unchanged source name,HIGH
District_FloodImpact.csv,,Theni,,Theni,unchanged source name,HIGH
District_FloodImpact.csv,,Virudhunagar,,Virudhunagar,unchanged source name,HIGH
District_FloodImpact.csv,,Thoothukkudi,,Thoothukkudi,unchanged source name,HIGH
District_FloodImpact.csv,,Kanniyakumari,,Kanniyakumari,unchanged source name,HIGH
District_FloodImpact.csv,,Viluppuram,,Viluppuram,unchanged source name,HIGH
District_FloodImpact.csv,,Cuddalore,,Cuddalore,unchanged source name,HIGH
District_FloodImpact.csv,,Pudukkottai,,Pudukkottai,unchanged source name,HIGH
District_FloodImpact.csv,,Sivaganga,,Sivaganga,unchanged source name,HIGH
District_FloodImpact.csv,,Ramanathapuram,,Ramanathapuram,unchanged source name,HIGH
District_FloodImpact.csv,,Nagapattinam,,Nagapattinam,unchanged source name,HIGH
District_FloodImpact.csv,,Kallakurichi,,Kallakurichi,unchanged source name,HIGH
District_FloodImpact.csv,,Tenkasi,,Tenkasi,unchanged source name,HIGH
District_FloodImpact.csv,,Tirunelveli,,Tirunelveli,unchanged source name,HIGH
District_FloodImpact.csv,,Vellore,,Vellore,unchanged source name,HIGH
District_FloodImpact.csv,,Ranipet,,Ranipet,unchanged source name,HIGH
District_FloodImpact.csv,,Tirupathur,,Tirupathur,unchanged source name,HIGH
District_FloodImpact.csv,,Kancheepuram,,Kancheepuram,unchanged source name,HIGH
District_FloodImpact.csv,,Chengalpattu,,Chengalpattu,unchanged source name,HIGH
District_FloodedArea.csv,,Dadra & Nagar Haveli,,Dadra & Nagar Haveli,unchanged source name,HIGH
District_FloodedArea.csv,,Daman,,Daman,unchanged source name,HIGH
District_FloodedArea.csv,,Diu,,Diu,unchanged source name,HIGH
District_FloodedArea.csv,,North  & Middle Andaman,,North & Middle Andaman,format-only: trimmed or collapsed whitespace,HIGH
District_FloodedArea.csv,,South Andaman,,South Andaman,unchanged source name,HIGH
District_FloodedArea.csv,,Nicobars,,Nicobars,unchanged source name,HIGH
District_FloodedArea.csv,,Srikakulam,,Srikakulam,unchanged source name,HIGH
District_FloodedArea.csv,,Vizianagaram,,Vizianagaram,unchanged source name,HIGH
District_FloodedArea.csv,,Visakhapatnam,,Visakhapatnam,unchanged source name,HIGH
District_FloodedArea.csv,,Krishna,,Krishna,unchanged source name,HIGH
District_FloodedArea.csv,,Guntur,,Guntur,unchanged source name,HIGH
District_FloodedArea.csv,,East Godavari,,East Godavari,unchanged source name,HIGH
District_FloodedArea.csv,,Prakasam,,Prakasam,unchanged source name,HIGH
District_FloodedArea.csv,,Kurnool,,Kurnool,unchanged source name,HIGH
District_FloodedArea.csv,,Anantapur,,Anantapur,unchanged source name,HIGH
District_FloodedArea.csv,,Sri Potti Sriramulu Nell*,,Sri Potti Sriramulu Nell*,unchanged source name,HIGH
District_FloodedArea.csv,,West Godavari,,West Godavari,unchanged source name,HIGH
District_FloodedArea.csv,,Y.S.R.,,Y.S.R.,unchanged source name,HIGH
District_FloodedArea.csv,,Chittoor,,Chittoor,unchanged source name,HIGH
District_FloodedArea.csv,,Upper Subansiri,,Upper Subansiri,unchanged source name,HIGH
District_FloodedArea.csv,,Anjaw,,Anjaw,unchanged source name,HIGH
District_FloodedArea.csv,,Changlang,,Changlang,unchanged source name,HIGH
District_FloodedArea.csv,,Tawang,,Tawang,unchanged source name,HIGH
District_FloodedArea.csv,,Papum Pare,,Papum Pare,unchanged source name,HIGH
District_FloodedArea.csv,,Tirap,,Tirap,unchanged source name,HIGH
District_FloodedArea.csv,,East Siang,,East Siang,unchanged source name,HIGH
District_FloodedArea.csv,,Lohit,,Lohit,unchanged source name,HIGH
District_FloodedArea.csv,,Kurung Kumey,,Kurung Kumey,unchanged source name,HIGH
District_FloodedArea.csv,,Lower Subansiri,,Lower Subansiri,unchanged source name,HIGH
District_FloodedArea.csv,,East Kameng,,East Kameng,unchanged source name,HIGH
District_FloodedArea.csv,,West Kameng,,West Kameng,unchanged source name,HIGH
District_FloodedArea.csv,,Kra Daadi,,Kra Daadi,unchanged source name,HIGH
District_FloodedArea.csv,,Namsai,,Namsai,unchanged source name,HIGH
District_FloodedArea.csv,,Longding,,Longding,unchanged source name,HIGH
District_FloodedArea.csv,,Upper Siang,,Upper Siang,unchanged source name,HIGH
District_FloodedArea.csv,,Lower Siang,,Lower Siang,unchanged source name,HIGH
District_FloodedArea.csv,,Upper Dibang Valley,,Upper Dibang Valley,unchanged source name,HIGH
District_FloodedArea.csv,,Lower Dibang Valley,,Lower Dibang Valley,unchanged source name,HIGH
District_FloodedArea.csv,,Siang,,Siang,unchanged source name,HIGH
District_FloodedArea.csv,,Shi Yomi,,Shi Yomi,unchanged source name,HIGH
District_FloodedArea.csv,,Pakke Kessang,,Pakke Kessang,unchanged source name,HIGH
District_FloodedArea.csv,,West Siang,,West Siang,unchanged source name,HIGH
District_FloodedArea.csv,,Lepa Rada,,Lepa Rada,unchanged source name,HIGH
District_FloodedArea.csv,,Kamle,,Kamle,unchanged source name,HIGH
District_FloodedArea.csv,,Tinsukia,,Tinsukia,unchanged source name,HIGH
District_FloodedArea.csv,,Dhemaji,,Dhemaji,unchanged source name,HIGH
District_FloodedArea.csv,,Dibrugarh,,Dibrugarh,unchanged source name,HIGH
District_FloodedArea.csv,,Lakhimpur,,Lakhimpur,unchanged source name,HIGH
District_FloodedArea.csv,,Sivasagar,,Sivasagar,unchanged source name,HIGH
District_FloodedArea.csv,,Jorhat,,Jorhat,unchanged source name,HIGH
District_FloodedArea.csv,,Sonitpur,,Sonitpur,unchanged source name,HIGH
District_FloodedArea.csv,,Golaghat,,Golaghat,unchanged source name,HIGH
District_FloodedArea.csv,,Udalguri,,Udalguri,unchanged source name,HIGH
District_FloodedArea.csv,,Chirang,,Chirang,unchanged source name,HIGH
District_FloodedArea.csv,,Baksa,,Baksa,unchanged source name,HIGH
District_FloodedArea.csv,,Nagaon,,Nagaon,unchanged source name,HIGH
District_FloodedArea.csv,,Kokrajhar,,Kokrajhar,unchanged source name,HIGH
District_FloodedArea.csv,,Darrang,,Darrang,unchanged source name,HIGH
District_FloodedArea.csv,,Barpeta,,Barpeta,unchanged source name,HIGH
District_FloodedArea.csv,,Nalbari,,Nalbari,unchanged source name,HIGH
District_FloodedArea.csv,,Morigaon,,Morigaon,unchanged source name,HIGH
District_FloodedArea.csv,,Kamrup,,Kamrup,unchanged source name,HIGH
District_FloodedArea.csv,,Bongaigaon,,Bongaigaon,unchanged source name,HIGH
District_FloodedArea.csv,,Dhubri,,Dhubri,unchanged source name,HIGH
District_FloodedArea.csv,,Kamrup Metropolitan,,Kamrup Metropolitan,unchanged source name,HIGH
District_FloodedArea.csv,,Goalpara,,Goalpara,unchanged source name,HIGH
District_FloodedArea.csv,,Dima Hasao,,Dima Hasao,unchanged source name,HIGH
District_FloodedArea.csv,,Cachar,,Cachar,unchanged source name,HIGH
District_FloodedArea.csv,,Karimganj,,Karimganj,unchanged source name,HIGH
District_FloodedArea.csv,,Hailakandi,,Hailakandi,unchanged source name,HIGH
District_FloodedArea.csv,,Charaideo,,Charaideo,unchanged source name,HIGH
District_FloodedArea.csv,,Majuli,,Majuli,unchanged source name,HIGH
District_FloodedArea.csv,,Biswanath,,Biswanath,unchanged source name,HIGH
District_FloodedArea.csv,,Hojai,,Hojai,unchanged source name,HIGH
District_FloodedArea.csv,,South Salmara Mancachar,,South Salmara Mancachar,unchanged source name,HIGH
District_FloodedArea.csv,,Karbi Anglong,,Karbi Anglong,unchanged source name,HIGH
District_FloodedArea.csv,,West Karbi Anglong,,West Karbi Anglong,unchanged source name,HIGH
District_FloodedArea.csv,,Pashchim Champaran,,Pashchim Champaran,unchanged source name,HIGH
District_FloodedArea.csv,,Purba Champaran,,Purba Champaran,unchanged source name,HIGH
District_FloodedArea.csv,,Sitamarhi,,Sitamarhi,unchanged source name,HIGH
District_FloodedArea.csv,,Sheohar,,Sheohar,unchanged source name,HIGH
District_FloodedArea.csv,,Gopalganj,,Gopalganj,unchanged source name,HIGH
District_FloodedArea.csv,,Samastipur,,Samastipur,unchanged source name,HIGH
District_FloodedArea.csv,,Katihar,,Katihar,unchanged source name,HIGH
District_FloodedArea.csv,,Khagaria,,Khagaria,unchanged source name,HIGH
District_FloodedArea.csv,,Bhojpur,,Bhojpur,unchanged source name,HIGH
District_FloodedArea.csv,,Buxar,,Buxar,unchanged source name,HIGH
District_FloodedArea.csv,,Darbhanga,,Darbhanga,unchanged source name,HIGH
District_FloodedArea.csv,,Saharsa,,Saharsa,unchanged source name,HIGH
District_FloodedArea.csv,,Kaimur (bhabua),,Kaimur (bhabua),unchanged source name,HIGH
District_FloodedArea.csv,,Rohtas,,Rohtas,unchanged source name,HIGH
District_FloodedArea.csv,,Jamui,,Jamui,unchanged source name,HIGH
District_FloodedArea.csv,,Banka,,Banka,unchanged source name,HIGH
District_FloodedArea.csv,,Nawada,,Nawada,unchanged source name,HIGH
District_FloodedArea.csv,,Gaya,,Gaya,unchanged source name,HIGH
District_FloodedArea.csv,,Munger,,Munger,unchanged source name,HIGH
District_FloodedArea.csv,,Vaishali,,Vaishali,unchanged source name,HIGH
District_FloodedArea.csv,,Begusarai,,Begusarai,unchanged source name,HIGH
District_FloodedArea.csv,,Bhagalpur,,Bhagalpur,unchanged source name,HIGH
District_FloodedArea.csv,,Lakhisarai,,Lakhisarai,unchanged source name,HIGH
District_FloodedArea.csv,,Sheikhpura,,Sheikhpura,unchanged source name,HIGH
District_FloodedArea.csv,,Arwal,,Arwal,unchanged source name,HIGH
District_FloodedArea.csv,,Jehanabad,,Jehanabad,unchanged source name,HIGH
District_FloodedArea.csv,,Nalanda,,Nalanda,unchanged source name,HIGH
District_FloodedArea.csv,,Patna,,Patna,unchanged source name,HIGH
District_FloodedArea.csv,,Saran,,Saran,unchanged source name,HIGH
District_FloodedArea.csv,,Siwan,,Siwan,unchanged source name,HIGH
District_FloodedArea.csv,,Muzaffarpur,,Muzaffarpur,unchanged source name,HIGH
District_FloodedArea.csv,,Madhepura,,Madhepura,unchanged source name,HIGH
District_FloodedArea.csv,,Araria,,Araria,unchanged source name,HIGH
District_FloodedArea.csv,,Supaul,,Supaul,unchanged source name,HIGH
District_FloodedArea.csv,,Madhubani,,Madhubani,unchanged source name,HIGH
District_FloodedArea.csv,,Purnia,,Purnia,unchanged source name,HIGH
District_FloodedArea.csv,,Kishanganj,,Kishanganj,unchanged source name,HIGH
District_FloodedArea.csv,,Aurangabad,,Aurangabad,unchanged source name,HIGH
District_FloodedArea.csv,,Chandigarh,,Chandigarh,unchanged source name,HIGH
District_FloodedArea.csv,,Mahasamund,,Mahasamund,unchanged source name,HIGH
District_FloodedArea.csv,,Uttar Bastar Kanker,,Uttar Bastar Kanker,unchanged source name,HIGH
District_FloodedArea.csv,,Narayanpur,,Narayanpur,unchanged source name,HIGH
District_FloodedArea.csv,,Dakshin Bastar Dantewada,,Dakshin Bastar Dantewada,unchanged source name,HIGH
District_FloodedArea.csv,,Bastar,,Bastar,unchanged source name,HIGH
District_FloodedArea.csv,,Kondagaon,,Kondagaon,unchanged source name,HIGH
District_FloodedArea.csv,,Gariaband,,Gariaband,unchanged source name,HIGH
District_FloodedArea.csv,,Raipur,,Raipur,unchanged source name,HIGH
District_FloodedArea.csv,,Durg,,Durg,unchanged source name,HIGH
District_FloodedArea.csv,,Dhamtari,,Dhamtari,unchanged source name,HIGH
District_FloodedArea.csv,,Balod,,Balod,unchanged source name,HIGH
District_FloodedArea.csv,,Koriya,,Koriya,unchanged source name,HIGH
District_FloodedArea.csv,,Jashpur,,Jashpur,unchanged source name,HIGH
District_FloodedArea.csv,,Korba,,Korba,unchanged source name,HIGH
District_FloodedArea.csv,,Kabeerdham,,Kabeerdham,unchanged source name,HIGH
District_FloodedArea.csv,,Janjgir - Champa,,Janjgir - Champa,unchanged source name,HIGH
District_FloodedArea.csv,,Bametara,,Bametara,unchanged source name,HIGH
District_FloodedArea.csv,,Rajnandgaon,,Rajnandgaon,unchanged source name,HIGH
District_FloodedArea.csv,,Surajpur,,Surajpur,unchanged source name,HIGH
District_FloodedArea.csv,,Baloda Bazar,,Baloda Bazar,unchanged source name,HIGH
District_FloodedArea.csv,,Mungeli,,Mungeli,unchanged source name,HIGH
District_FloodedArea.csv,,Surguja,,Surguja,unchanged source name,HIGH
District_FloodedArea.csv,,Balrampur,,Balrampur,unchanged source name,HIGH
District_FloodedArea.csv,,Bijapur,,Bijapur,unchanged source name,HIGH
District_FloodedArea.csv,,Raigarh,,Raigarh,unchanged source name,HIGH
District_FloodedArea.csv,,Bilaspur,,Bilaspur,unchanged source name,HIGH
District_FloodedArea.csv,,Sukma,,Sukma,unchanged source name,HIGH
District_FloodedArea.csv,,North,,North,unchanged source name,HIGH
District_FloodedArea.csv,,North East,,North East,unchanged source name,HIGH
District_FloodedArea.csv,,West,,West,unchanged source name,HIGH
District_FloodedArea.csv,,East,,East,unchanged source name,HIGH
District_FloodedArea.csv,,South West,,South West,unchanged source name,HIGH
District_FloodedArea.csv,,Central,,Central,unchanged source name,HIGH
District_FloodedArea.csv,,New Delhi,,New Delhi,unchanged source name,HIGH
District_FloodedArea.csv,,South,,South,unchanged source name,HIGH
District_FloodedArea.csv,,Shahdara,,Shahdara,unchanged source name,HIGH
District_FloodedArea.csv,,South East,,South East,unchanged source name,HIGH
District_FloodedArea.csv,,North West,,North West,unchanged source name,HIGH
District_FloodedArea.csv,,North Goa,,North Goa,unchanged source name,HIGH
District_FloodedArea.csv,,South Goa,,South Goa,unchanged source name,HIGH
District_FloodedArea.csv,,Valsad,,Valsad,unchanged source name,HIGH
District_FloodedArea.csv,,Amreli,,Amreli,unchanged source name,HIGH
District_FloodedArea.csv,,The Dangs,,The Dangs,unchanged source name,HIGH
District_FloodedArea.csv,,Banas Kantha,,Banas Kantha,unchanged source name,HIGH
District_FloodedArea.csv,,Patan,,Patan,unchanged source name,HIGH
District_FloodedArea.csv,,Mahesana,,Mahesana,unchanged source name,HIGH
District_FloodedArea.csv,,Gandhinagar,,Gandhinagar,unchanged source name,HIGH
District_FloodedArea.csv,,Ahmadabad,,Ahmadabad,unchanged source name,HIGH
District_FloodedArea.csv,,Panch Mahals,,Panch Mahals,unchanged source name,HIGH
District_FloodedArea.csv,,Dohad,,Dohad,unchanged source name,HIGH
District_FloodedArea.csv,,Vadodara,,Vadodara,unchanged source name,HIGH
District_FloodedArea.csv,,Bharuch,,Bharuch,unchanged source name,HIGH
District_FloodedArea.csv,,Porbandar,,Porbandar,unchanged source name,HIGH
District_FloodedArea.csv,,Narmada,,Narmada,unchanged source name,HIGH
District_FloodedArea.csv,,Surat,,Surat,unchanged source name,HIGH
District_FloodedArea.csv,,Tapi,,Tapi,unchanged source name,HIGH
District_FloodedArea.csv,,Aravalli,,Aravalli,unchanged source name,HIGH
District_FloodedArea.csv,,Botad,,Botad,unchanged source name,HIGH
District_FloodedArea.csv,,Chota Udaipur,,Chota Udaipur,unchanged source name,HIGH
District_FloodedArea.csv,,Mahisagar,,Mahisagar,unchanged source name,HIGH
District_FloodedArea.csv,,Gir Somnath,,Gir Somnath,unchanged source name,HIGH
District_FloodedArea.csv,,Sabar Kantha,,Sabar Kantha,unchanged source name,HIGH
District_FloodedArea.csv,,Kachchh,,Kachchh,unchanged source name,HIGH
District_FloodedArea.csv,,Surendranagar,,Surendranagar,unchanged source name,HIGH
District_FloodedArea.csv,,Rajkot,,Rajkot,unchanged source name,HIGH
District_FloodedArea.csv,,Kheda,,Kheda,unchanged source name,HIGH
District_FloodedArea.csv,,Anand,,Anand,unchanged source name,HIGH
District_FloodedArea.csv,,Bhavnagar,,Bhavnagar,unchanged source name,HIGH
District_FloodedArea.csv,,Junagadh,,Junagadh,unchanged source name,HIGH
District_FloodedArea.csv,,Jamnagar,,Jamnagar,unchanged source name,HIGH
District_FloodedArea.csv,,Devbhumi Dwarka,,Devbhumi Dwarka,unchanged source name,HIGH
District_FloodedArea.csv,,Morbi,,Morbi,unchanged source name,HIGH
District_FloodedArea.csv,,Navsari,,Navsari,unchanged source name,HIGH
District_FloodedArea.csv,,Jhajjar,,Jhajjar,unchanged source name,HIGH
District_FloodedArea.csv,,Gurugram,,Gurugram,unchanged source name,HIGH
District_FloodedArea.csv,,Faridabad,,Faridabad,unchanged source name,HIGH
District_FloodedArea.csv,,Mahendragarh,,Mahendragarh,unchanged source name,HIGH
District_FloodedArea.csv,,Rewari,,Rewari,unchanged source name,HIGH
District_FloodedArea.csv,,Nuh,,Nuh,unchanged source name,HIGH
District_FloodedArea.csv,,Palwal,,Palwal,unchanged source name,HIGH
District_FloodedArea.csv,,Charki Dadri,,Charki Dadri,unchanged source name,HIGH
District_FloodedArea.csv,,Yamunanagar,,Yamunanagar,unchanged source name,HIGH
District_FloodedArea.csv,,Kurukshetra,,Kurukshetra,unchanged source name,HIGH
District_FloodedArea.csv,,Kaithal,,Kaithal,unchanged source name,HIGH
District_FloodedArea.csv,,Sirsa,,Sirsa,unchanged source name,HIGH
District_FloodedArea.csv,,Karnal,,Karnal,unchanged source name,HIGH
District_FloodedArea.csv,,Jind,,Jind,unchanged source name,HIGH
District_FloodedArea.csv,,Fatehabad,,Fatehabad,unchanged source name,HIGH
District_FloodedArea.csv,,Hisar,,Hisar,unchanged source name,HIGH
District_FloodedArea.csv,,Panipat,,Panipat,unchanged source name,HIGH
District_FloodedArea.csv,,Sonipat,,Sonipat,unchanged source name,HIGH
District_FloodedArea.csv,,Bhiwani,,Bhiwani,unchanged source name,HIGH
District_FloodedArea.csv,,Rohtak,,Rohtak,unchanged source name,HIGH
District_FloodedArea.csv,,Panchkula,,Panchkula,unchanged source name,HIGH
District_FloodedArea.csv,,Ambala,,Ambala,unchanged source name,HIGH
District_FloodedArea.csv,,Lahul & Spiti,,Lahul & Spiti,unchanged source name,HIGH
District_FloodedArea.csv,,Chamba,,Chamba,unchanged source name,HIGH
District_FloodedArea.csv,,Kangra,,Kangra,unchanged source name,HIGH
District_FloodedArea.csv,,Kullu,,Kullu,unchanged source name,HIGH
District_FloodedArea.csv,,Mandi,,Mandi,unchanged source name,HIGH
District_FloodedArea.csv,,Kinnaur,,Kinnaur,unchanged source name,HIGH
District_FloodedArea.csv,,Una,,Una,unchanged source name,HIGH
District_FloodedArea.csv,,Shimla,,Shimla,unchanged source name,HIGH
District_FloodedArea.csv,,Solan,,Solan,unchanged source name,HIGH
District_FloodedArea.csv,,Sirmaur,,Sirmaur,unchanged source name,HIGH
District_FloodedArea.csv,,Hamirpur,,Hamirpur,unchanged source name,HIGH
District_FloodedArea.csv,,Kupwara,,Kupwara,unchanged source name,HIGH
District_FloodedArea.csv,,Bandipore,,Bandipore,unchanged source name,HIGH
District_FloodedArea.csv,,Baramula,,Baramula,unchanged source name,HIGH
District_FloodedArea.csv,,Ganderbal,,Ganderbal,unchanged source name,HIGH
District_FloodedArea.csv,,Anantnag,,Anantnag,unchanged source name,HIGH
District_FloodedArea.csv,,Kishtwar,,Kishtwar,unchanged source name,HIGH
District_FloodedArea.csv,,Srinagar,,Srinagar,unchanged source name,HIGH
District_FloodedArea.csv,,Badgam,,Badgam,unchanged source name,HIGH
District_FloodedArea.csv,,Pulwama,,Pulwama,unchanged source name,HIGH
District_FloodedArea.csv,,Punch,,Punch,unchanged source name,HIGH
District_FloodedArea.csv,,Shupiyan,,Shupiyan,unchanged source name,HIGH
District_FloodedArea.csv,,Kulgam,,Kulgam,unchanged source name,HIGH
District_FloodedArea.csv,,Rajouri,,Rajouri,unchanged source name,HIGH
District_FloodedArea.csv,,Ramban,,Ramban,unchanged source name,HIGH
District_FloodedArea.csv,,Reasi,,Reasi,unchanged source name,HIGH
District_FloodedArea.csv,,Doda,,Doda,unchanged source name,HIGH
District_FloodedArea.csv,,Jammu,,Jammu,unchanged source name,HIGH
District_FloodedArea.csv,,Kathua,,Kathua,unchanged source name,HIGH
District_FloodedArea.csv,,Udhampur,,Udhampur,unchanged source name,HIGH
District_FloodedArea.csv,,Samba,,Samba,unchanged source name,HIGH
District_FloodedArea.csv,,Muzaffarabad,,Muzaffarabad,unchanged source name,HIGH
District_FloodedArea.csv,,Mirpur,,Mirpur,unchanged source name,HIGH
District_FloodedArea.csv,,Sahibganj,,Sahibganj,unchanged source name,HIGH
District_FloodedArea.csv,,Godda,,Godda,unchanged source name,HIGH
District_FloodedArea.csv,,Pakur,,Pakur,unchanged source name,HIGH
District_FloodedArea.csv,,Giridih,,Giridih,unchanged source name,HIGH
District_FloodedArea.csv,,Dumka,,Dumka,unchanged source name,HIGH
District_FloodedArea.csv,,Deoghar,,Deoghar,unchanged source name,HIGH
District_FloodedArea.csv,,Palamu,,Palamu,unchanged source name,HIGH
District_FloodedArea.csv,,Chatra,,Chatra,unchanged source name,HIGH
