test_position,source_row,actual,predicted,error,absolute_error,model
84,314,1.231751267,1.503315806388855,0.27156453938885505,0.27156453938885505,ResNet + BiLSTM
85,547,0.908345993,1.5312353372573853,0.6228893442573853,0.6228893442573853,ResNet + BiLSTM
86,333,0.588601194,1.7807579040527344,1.1921567100527344,1.1921567100527344,ResNet + BiLSTM
87,182,0.024373659,1.489393711090088,1.4650200520900878,1.4650200520900878,ResNet + BiLSTM
88,49,6.654597736,1.6431859731674194,-5.011411762832581,5.011411762832581,ResNet + BiLSTM
89,518,0.252656489,1.9089030027389526,1.6562465137389526,1.6562465137389526,ResNet + BiLSTM
90,102,10.27922577,1.9853731393814087,-8.293852630618591,8.293852630618591,ResNet + BiLSTM
91,687,0.244881502,1.3770705461502075,1.1321890441502076,1.1321890441502076,ResNet + BiLSTM
92,651,1.403054602,1.5596262216567993,0.15657161965679922,0.15657161965679922,ResNet + BiLSTM
93,41,0.620779654,1.5763686895370483,0.9555890355370483,0.9555890355370483,ResNet + BiLSTM
94,553,2.597279494,1.6642440557479858,-0.9330354382520141,0.9330354382520141,ResNet + BiLSTM
95,366,0.143033374,2.009427309036255,1.8663939350362548,1.8663939350362548,ResNet + BiLSTM
96,534,0.988714607,1.490651249885559,0.5019366428855591,0.5019366428855591,ResNet + BiLSTM
97,275,0.186919271,1.5407284498214722,1.3538091788214721,1.3538091788214721,ResNet + BiLSTM
98,675,1.85061619,5.523990631103516,3.6733744411035154,3.6733744411035154,ResNet + BiLSTM
99,303,0.991725656,1.4838392734527588,0.49211361745275883,0.49211361745275883,ResNet + BiLSTM
100,113,9.14902795,1.831443190574646,-7.317584759425355,7.317584759425355,ResNet + BiLSTM
101,437,1.553001778,1.5571211576461792,0.004119379646179144,0.004119379646179144,ResNet + BiLSTM
102,491,1.6671773,1.5901457071304321,-0.07703159286956796,0.07703159286956796,ResNet + BiLSTM
103,526,0.033230403,2.0495028495788574,2.0162724465788573,2.0162724465788573,ResNet + BiLSTM
104,141,5.312905892,2.8858659267425537,-2.427039965257446,2.427039965257446,ResNet + BiLSTM
105,706,2.579095705,1.8623181581497192,-0.7167775468502806,0.7167775468502806,ResNet + BiLSTM
106,548,0.230626522,3.462777614593506,3.2321510925935057,3.2321510925935057,ResNet + BiLSTM
107,609,4.873739494,4.299806594848633,-0.5739328991513668,0.5739328991513668,ResNet + BiLSTM
108,648,0.988526383,1.542776346206665,0.5542499632066651,0.5542499632066651,ResNet + BiLSTM
0,483,4.742047502,2.190199851989746,-2.551847650010254,2.551847650010254,Linear Regression
1,5,0.090612489,1.7249350547790527,1.6343225657790528,1.6343225657790528,Linear Regression
2,597,3.253620339,3.154930353164673,-0.09868998583532695,0.09868998583532695,Linear Regression
3,683,0.136913665,4.7394022941589355,4.602488629158936,4.602488629158936,Linear Regression
4,442,8.404168094,3.4669642448425293,-4.93720384915747,4.93720384915747,Linear Regression
5,649,1.480749996,2.6378140449523926,1.1570640489523927,1.1570640489523927,Linear Regression
6,385,0.575265044,2.7651968002319336,2.1899317562319336,2.1899317562319336,Linear Regression
7,332,0.004413453,2.452312707901001,2.447899254901001,2.447899254901001,Linear Regression
8,359,0.741002628,2.289520502090454,1.5485178740904542,1.5485178740904542,Linear Regression
9,590,1.329597887,2.459336519241333,1.129738632241333,1.129738632241333,Linear Regression
10,504,0.351856339,3.6426689624786377,3.2908126234786375,3.2908126234786375,Linear Regression
11,690,0.072105658,2.152214527130127,2.080108869130127,2.080108869130127,Linear Regression
12,375,0.002176496,2.8683018684387207,2.8661253724387206,2.8661253724387206,Linear Regression
13,114,0.000993771,2.0878400802612305,2.0868463092612304,2.0868463092612304,Linear Regression
14,170,0.112482708,2.5314455032348633,2.4189627952348633,2.4189627952348633,Linear Regression
15,123,0.43075371,2.804013252258301,2.373259542258301,2.373259542258301,Linear Regression
16,301,12.40641849,6.270941734313965,-6.135476755686035,6.135476755686035,Linear Regression
17,615,3.462697948,3.073859214782715,-0.38883873321728535,0.38883873321728535,Linear Regression
18,602,3.608993578,2.53305721282959,-1.0759363651704104,1.0759363651704104,Linear Regression
19,657,0.749324062,2.1848440170288086,1.4355199550288087,1.4355199550288087,Linear Regression
20,508,0.435501401,2.5379436016082764,2.1024422006082766,2.1024422006082766,Linear Regression
21,599,2.868823511,3.436858654022217,0.5680351430222168,0.5680351430222168,Linear Regression
22,221,0.30280149,2.3184163570404053,2.015614867040405,2.015614867040405,Linear Regression
23,111,3.746869093,3.8654513359069824,0.1185822429069825,0.1185822429069825,Linear Regression
24,475,2.98522873,14.253530502319336,11.268301772319337,11.268301772319337,Linear Regression
25,484,2.73145838,2.1415984630584717,-0.5898599169415282,0.5898599169415282,Linear Regression
26,329,0.472826999,2.6586227416992188,2.1857957426992187,2.1857957426992187,Linear Regression
27,279,0.48643499,2.566962242126465,2.0805272521264646,2.0805272521264646,Linear Regression
28,277,0.0731706,3.003556251525879,2.930385651525879,2.930385651525879,Linear Regression
29,349,0.133752635,2.4073829650878906,2.2736303300878906,2.2736303300878906,Linear Regression
30,685,0.86428335,2.6758124828338623,1.8115291328338623,1.8115291328338623,Linear Regression
31,187,6.911149485,2.706731081008911,-4.204418403991089,4.204418403991089,Linear Regression
32,65,12.6070399,3.5367202758789062,-9.070319624121094,9.070319624121094,Linear Regression
33,699,2.180366877,2.313352346420288,0.1329854694202881,0.1329854694202881,Linear Regression
34,611,3.807489683,3.106595277786255,-0.7008944052137451,0.7008944052137451,Linear Regression
35,583,3.679886741,3.6182894706726074,-0.06159727032739237,0.06159727032739237,Linear Regression
36,69,17.33980856,2.054595947265625,-15.285212612734377,15.285212612734377,Linear Regression
37,410,2.67719437,1.7609186172485352,-0.9162757527514649,0.9162757527514649,Linear Regression
38,637,2.00812794,2.9066107273101807,0.8984827873101806,0.8984827873101806,Linear Regression
39,177,2.845630539,2.561399221420288,-0.284231317579712,0.284231317579712,Linear Regression
40,707,5.871797745,3.2539665699005127,-2.6178311750994876,2.6178311750994876,Linear Regression
41,117,0.572471381,1.7718619108200073,1.1993905298200074,1.1993905298200074,Linear Regression
42,586,11.48765717,2.4202849864959717,-9.067372183504029,9.067372183504029,Linear Regression
43,372,0.001951031,3.4278273582458496,3.4258763272458497,3.4258763272458497,Linear Regression
44,10,9.242779332,4.374863624572754,-4.867915707427246,4.867915707427246,Linear Regression
45,628,3.716004426,3.882873058319092,0.16686863231909177,0.16686863231909177,Linear Regression
46,63,9.231447974,3.3670876026153564,-5.8643603713846435,5.8643603713846435,Linear Regression
47,500,0.483488206,2.070223331451416,1.586735125451416,1.586735125451416,Linear Regression
48,1,1.544538442,2.3451130390167236,0.8005745970167237,0.8005745970167237,Linear Regression
49,42,0.870628148,1.722904920578003,0.8522767725780029,0.8522767725780029,Linear Regression
50,634,0.064958232,3.798490285873413,3.733532053873413,3.733532053873413,Linear Regression
51,529,0.684901436,3.01888108253479,2.33397964653479,2.33397964653479,Linear Regression
52,167,0.099755767,3.369955062866211,3.270199295866211,3.270199295866211,Linear Regression
53,76,3.129321309,1.9059580564498901,-1.2233632525501097,1.2233632525501097,Linear Regression
54,313,0.157120971,2.964399814605713,2.807278843605713,2.807278843605713,Linear Regression
55,296,1.678503228,3.681046485900879,2.0025432579008786,2.0025432579008786,Linear Regression
56,502,0.342475289,3.5873539447784424,3.244878655778442,3.244878655778442,Linear Regression
57,490,2.448919322,2.4783506393432617,0.029431317343261654,0.029431317343261654,Linear Regression
58,543,1.134922452,2.212446928024292,1.077524476024292,1.077524476024292,Linear Regression
59,641,1.48110915,3.112530469894409,1.6314213198944092,1.6314213198944092,Linear Regression
60,673,7.812547948,4.02069091796875,-3.7918570300312497,3.7918570300312497,Linear Regression
61,617,4.80414767,2.66989803314209,-2.13424963685791,2.13424963685791,Linear Regression
62,290,1.416125561,2.8079490661621094,1.3918235051621093,1.3918235051621093,Linear Regression
63,212,0.539592883,1.822280764579773,1.2826878815797729,1.2826878815797729,Linear Regression
64,555,0.085026896,3.3800439834594727,3.2950170874594726,3.2950170874594726,Linear Regression
65,693,0.316836382,3.5410146713256836,3.2241782893256836,3.2241782893256836,Linear Regression
66,672,9.395681278,4.2245025634765625,-5.171178714523437,5.171178714523437,Linear Regression
67,317,0.047005244,2.8730132579803467,2.8260080139803465,2.8260080139803465,Linear Regression
68,57,11.80139268,3.7959916591644287,-8.00540102083557,8.00540102083557,Linear Regression
69,535,0.000277133,3.3277323246002197,3.3274551916002197,3.3274551916002197,Linear Regression
70,272,0.283121417,2.640078067779541,2.356956650779541,2.356956650779541,Linear Regression
71,15,0.688735282,4.605095863342285,3.916360581342285,3.916360581342285,Linear Regression
72,432,2.837540944,1.7305554151535034,-1.1069855288464967,1.1069855288464967,Linear Regression
73,503,0.298918883,5.1285295486450195,4.82961066564502,4.82961066564502,Linear Regression
74,621,13.30007152,3.644585609436035,-9.655485910563964,9.655485910563964,Linear Regression
75,137,1.948257182,1.8787872791290283,-0.06946990287097177,0.06946990287097177,Linear Regression
76,287,1.93767925,2.22902512550354,0.2913458755035401,0.2913458755035401,Linear Regression
77,451,4.447805894,2.3011062145233154,-2.1466996794766846,2.1466996794766846,Linear Regression
78,528,3.706876306,2.553499698638916,-1.1533766073610838,1.1533766073610838,Linear Regression
79,300,1.260337983,4.7637810707092285,3.503443087709228,3.503443087709228,Linear Regression
80,622,4.243344328,3.796022891998291,-0.44732143600170904,0.44732143600170904,Linear Regression
81,195,3.116290715,2.229691505432129,-0.886599209567871,0.886599209567871,Linear Regression
82,34,2.386481463,1.8696296215057373,-0.5168518414942627,0.5168518414942627,Linear Regression
83,286,0.6410376,2.0186753273010254,1.3776377273010254,1.3776377273010254,Linear Regression
84,314,1.231751267,2.1631579399108887,0.9314066729108887,0.9314066729108887,Linear Regression
85,547,0.908345993,2.1265931129455566,1.2182471199455567,1.2182471199455567,Linear Regression
86,333,0.588601194,2.4575774669647217,1.8689762729647217,1.8689762729647217,Linear Regression
87,182,0.024373659,2.3649497032165527,2.3405760442165526,2.3405760442165526,Linear Regression
88,49,6.654597736,2.602539539337158,-4.052058196662842,4.052058196662842,Linear Regression
89,518,0.252656489,2.250335693359375,1.997679204359375,1.997679204359375,Linear Regression
90,102,10.27922577,2.3014142513275146,-7.977811518672485,7.977811518672485,Linear Regression
91,687,0.244881502,2.67099928855896,2.42611778655896,2.42611778655896,Linear Regression
92,651,1.403054602,1.834284782409668,0.4312301804096679,0.4312301804096679,Linear Regression
93,41,0.620779654,1.785801649093628,1.1650219950936278,1.1650219950936278,Linear Regression
94,553,2.597279494,2.561878204345703,-0.035401289654296786,0.035401289654296786,Linear Regression
95,366,0.143033374,3.1185076236724854,2.9754742496724855,2.9754742496724855,Linear Regression
96,534,0.988714607,2.1413662433624268,1.1526516363624268,1.1526516363624268,Linear Regression
97,275,0.186919271,2.5640738010406494,2.3771545300406496,2.3771545300406496,Linear Regression
98,675,1.85061619,7.230542182922363,5.379925992922363,5.379925992922363,Linear Regression
99,303,0.991725656,2.3620028495788574,1.3702771935788576,1.3702771935788576,Linear Regression
100,113,9.14902795,2.7168588638305664,-6.432169086169434,6.432169086169434,Linear Regression
101,437,1.553001778,1.9898139238357544,0.43681214583575434,0.43681214583575434,Linear Regression
102,491,1.6671773,1.9985946416854858,0.33141734168548576,0.33141734168548576,Linear Regression
103,526,0.033230403,2.944662094116211,2.911431691116211,2.911431691116211,Linear Regression
104,141,5.312905892,2.9860153198242188,-2.326890572175781,2.326890572175781,Linear Regression
105,706,2.579095705,2.8396506309509277,0.2605549259509279,0.2605549259509279,Linear Regression
106,548,0.230626522,3.3914756774902344,3.1608491554902343,3.1608491554902343,Linear Regression
107,609,4.873739494,3.9210357666015625,-0.9527037273984371,0.9527037273984371,Linear Regression
108,648,0.988526383,1.915078043937683,0.9265516609376832,0.9265516609376832,Linear Regression
0,483,4.742047502,2.5732515694200995,-2.1687959325799007,2.1687959325799007,Random Forest Regressor
1,5,0.090612489,1.0635042440891267,0.9728917550891267,0.9728917550891267,Random Forest Regressor
2,597,3.253620339,3.538484997218475,0.28486465821847506,0.28486465821847506,Random Forest Regressor
3,683,0.136913665,6.5188119156798345,6.381898250679835,6.381898250679835,Random Forest Regressor
4,442,8.404168094,5.922239502393641,-2.4819285916063585,2.4819285916063585,Random Forest Regressor
5,649,1.480749996,3.3454811635939405,1.8647311675939406,1.8647311675939406,Random Forest Regressor
6,385,0.575265044,0.9857479155808687,0.4104828715808687,0.4104828715808687,Random Forest Regressor
7,332,0.004413453,1.2808802653104068,1.2764668123104068,1.2764668123104068,Random Forest Regressor
8,359,0.741002628,2.9155608133971693,2.1745581853971694,2.1745581853971694,Random Forest Regressor
9,590,1.329597887,1.6357732271775602,0.3061753401775602,0.3061753401775602,Random Forest Regressor
10,504,0.351856339,2.915553216934204,2.5636968779342038,2.5636968779342038,Random Forest Regressor
11,690,0.072105658,0.9221419083885849,0.8500362503885849,0.8500362503885849,Random Forest Regressor
12,375,0.002176496,1.9999744712747634,1.9977979752747634,1.9977979752747634,Random Forest Regressor
13,114,0.000993771,6.692249270677567,6.691255499677567,6.691255499677567,Random Forest Regressor
14,170,0.112482708,2.787945160148665,2.675462452148665,2.675462452148665,Random Forest Regressor
15,123,0.43075371,3.188897421360016,2.7581437113600162,2.7581437113600162,Random Forest Regressor
16,301,12.40641849,8.956163791147992,-3.4502546988520084,3.4502546988520084,Random Forest Regressor
17,615,3.462697948,2.2920225230185314,-1.1706754249814688,1.1706754249814688,Random Forest Regressor
18,602,3.608993578,2.575241230428219,-1.0337523475717814,1.0337523475717814,Random Forest Regressor
19,657,0.749324062,4.762575645660982,4.013251583660981,4.013251583660981,Random Forest Regressor
20,508,0.435501401,2.2114772401354275,1.7759758391354274,1.7759758391354274,Random Forest Regressor
21,599,2.868823511,3.9664314258098603,1.0976079148098603,1.0976079148098603,Random Forest Regressor
22,221,0.30280149,2.6506238128244877,2.347822322824488,2.347822322824488,Random Forest Regressor
23,111,3.746869093,4.6627955423248935,0.9159264493248935,0.9159264493248935,Random Forest Regressor
24,475,2.98522873,4.239766946331365,1.2545382163313645,1.2545382163313645,Random Forest Regressor
25,484,2.73145838,6.171733673345297,3.4402752933452976,3.4402752933452976,Random Forest Regressor
26,329,0.472826999,0.8614994959160686,0.38867249691606853,0.38867249691606853,Random Forest Regressor
27,279,0.48643499,3.1505435915500857,2.664108601550086,2.664108601550086,Random Forest Regressor
28,277,0.0731706,1.595702542635845,1.522531942635845,1.522531942635845,Random Forest Regressor
29,349,0.133752635,0.40000426686834545,0.26625163186834544,0.26625163186834544,Random Forest Regressor
30,685,0.86428335,2.5719011837244032,1.7076178337244032,1.7076178337244032,Random Forest Regressor
31,187,6.911149485,3.794175509735942,-3.116973975264058,3.116973975264058,Random Forest Regressor
32,65,12.6070399,3.585477916271193,-9.021561983728807,9.021561983728807,Random Forest Regressor
33,699,2.180366877,8.80655683375895,6.62618995675895,6.62618995675895,Random Forest Regressor
34,611,3.807489683,2.2969649339304308,-1.5105247490695692,1.5105247490695692,Random Forest Regressor
35,583,3.679886741,2.5925356430141253,-1.0873510979858745,1.0873510979858745,Random Forest Regressor
36,69,17.33980856,0.8136419582366944,-16.526166601763308,16.526166601763308,Random Forest Regressor
37,410,2.67719437,1.7856857943534852,-0.8915085756465149,0.8915085756465149,Random Forest Regressor
38,637,2.00812794,1.4841578625142575,-0.5239700774857425,0.5239700774857425,Random Forest Regressor
39,177,2.845630539,3.6712458615005015,0.8256153225005014,0.8256153225005014,Random Forest Regressor
40,707,5.871797745,0.8587264656182378,-5.013071279381762,5.013071279381762,Random Forest Regressor
41,117,0.572471381,5.217965332269668,4.6454939512696685,4.6454939512696685,Random Forest Regressor
42,586,11.48765717,0.7886223146319389,-10.699034855368062,10.699034855368062,Random Forest Regressor
43,372,0.001951031,1.9270464473450557,1.9250954163450558,1.9250954163450558,Random Forest Regressor
44,10,9.242779332,3.897332357042469,-5.345446974957531,5.345446974957531,Random Forest Regressor
45,628,3.716004426,5.738386446051299,2.022382020051299,2.022382020051299,Random Forest Regressor
46,63,9.231447974,4.304024728625081,-4.927423245374919,4.927423245374919,Random Forest Regressor
47,500,0.483488206,3.346420219698921,2.862932013698921,2.862932013698921,Random Forest Regressor
48,1,1.544538442,1.0976387989893555,-0.44689964301064444,0.44689964301064444,Random Forest Regressor
49,42,0.870628148,1.0635042440891267,0.1928760960891267,0.1928760960891267,Random Forest Regressor
50,634,0.064958232,2.5018355843937026,2.4368773523937026,2.4368773523937026,Random Forest Regressor
51,529,0.684901436,3.4373992209415882,2.752497784941588,2.752497784941588,Random Forest Regressor
52,167,0.099755767,5.112777614472434,5.013021847472434,5.013021847472434,Random Forest Regressor
53,76,3.129321309,1.8784373697638512,-1.2508839392361486,1.2508839392361486,Random Forest Regressor
54,313,0.157120971,1.1084580418886616,0.9513370708886616,0.9513370708886616,Random Forest Regressor
55,296,1.678503228,3.5848466700315473,1.9063434420315473,1.9063434420315473,Random Forest Regressor
56,502,0.342475289,2.7302218222618104,2.3877465332618106,2.3877465332618106,Random Forest Regressor
57,490,2.448919322,2.0207718666270376,-0.4281474553729625,0.4281474553729625,Random Forest Regressor
58,543,1.134922452,0.9544931420683861,-0.180429309931614,0.180429309931614,Random Forest Regressor
59,641,1.48110915,5.4220497608184814,3.9409406108184815,3.9409406108184815,Random Forest Regressor
60,673,7.812547948,6.1184286117553714,-1.6941193362446283,1.6941193362446283,Random Forest Regressor
61,617,4.80414767,1.0125419700192289,-3.791605699980771,3.791605699980771,Random Forest Regressor
62,290,1.416125561,1.6668426040920894,0.2507170430920893,0.2507170430920893,Random Forest Regressor
63,212,0.539592883,1.1514433491230012,0.6118504661230012,0.6118504661230012,Random Forest Regressor
64,555,0.085026896,2.4498775143967944,2.3648506183967943,2.3648506183967943,Random Forest Regressor
65,693,0.316836382,3.6812382552353666,3.3644018732353667,3.3644018732353667,Random Forest Regressor
66,672,9.395681278,9.585585937900468,0.1899046599004688,0.1899046599004688,Random Forest Regressor
67,317,0.047005244,1.5399793290346862,1.4929740850346862,1.4929740850346862,Random Forest Regressor
68,57,11.80139268,7.856728222341044,-3.9446644576589556,3.9446644576589556,Random Forest Regressor
69,535,0.000277133,2.6363655024766923,2.6360883694766923,2.6360883694766923,Random Forest Regressor
70,272,0.283121417,2.648056363365613,2.3649349463656133,2.3649349463656133,Random Forest Regressor
71,15,0.688735282,7.918424486693693,7.229689204693694,7.229689204693694,Random Forest Regressor
72,432,2.837540944,3.3036236052215098,0.46608266122150965,0.46608266122150965,Random Forest Regressor
73,503,0.298918883,4.2420673191268,3.9431484361268003,3.9431484361268003,Random Forest Regressor
74,621,13.30007152,4.217283831122331,-9.08278768887767,9.08278768887767,Random Forest Regressor
75,137,1.948257182,0.9888795995712281,-0.959377582428772,0.959377582428772,Random Forest Regressor
76,287,1.93767925,2.3290566089749336,0.39137735897493364,0.39137735897493364,Random Forest Regressor
77,451,4.447805894,1.4778215255215763,-2.969984368478424,2.969984368478424,Random Forest Regressor
78,528,3.706876306,2.474215948302299,-1.2326603576977009,1.2326603576977009,Random Forest Regressor
79,300,1.260337983,8.441082357955166,7.180744374955165,7.180744374955165,Random Forest Regressor
80,622,4.243344328,4.342543356642127,0.09919902864212737,0.09919902864212737,Random Forest Regressor
81,195,3.116290715,2.2593699256051334,-0.8569207893948665,0.8569207893948665,Random Forest Regressor
82,34,2.386481463,1.0844695966131985,-1.3020118663868014,1.3020118663868014,Random Forest Regressor
83,286,0.6410376,0.7404726914502681,0.09943509145026808,0.09943509145026808,Random Forest Regressor
84,314,1.231751267,1.3567674382170662,0.12501617121706632,0.12501617121706632,Random Forest Regressor
85,547,0.908345993,1.150854368142318,0.24250837514231804,0.24250837514231804,Random Forest Regressor
86,333,0.588601194,1.1171273176372052,0.5285261236372052,0.5285261236372052,Random Forest Regressor
87,182,0.024373659,0.6589086645841599,0.6345350055841599,0.6345350055841599,Random Forest Regressor
88,49,6.654597736,4.354346580458805,-2.3002511555411953,2.3002511555411953,Random Forest Regressor
89,518,0.252656489,4.15048940807581,3.89783291907581,3.89783291907581,Random Forest Regressor
90,102,10.27922577,3.487802052050829,-6.791423717949171,6.791423717949171,Random Forest Regressor
91,687,0.244881502,1.4342753564193844,1.1893938544193845,1.1893938544193845,Random Forest Regressor
92,651,1.403054602,1.4698065993189813,0.06675199731898118,0.06675199731898118,Random Forest Regressor
93,41,0.620779654,2.5353278166055677,1.9145481626055676,1.9145481626055676,Random Forest Regressor
94,553,2.597279494,1.20464578111656,-1.3926337128834398,1.3926337128834398,Random Forest Regressor
95,366,0.143033374,1.3030400080257096,1.1600066340257096,1.1600066340257096,Random Forest Regressor
96,534,0.988714607,1.3817313001304865,0.3930166931304865,0.3930166931304865,Random Forest Regressor
97,275,0.186919271,1.6817045289394446,1.4947852579394445,1.4947852579394445,Random Forest Regressor
98,675,1.85061619,8.182130113244057,6.3315139232440565,6.3315139232440565,Random Forest Regressor
99,303,0.991725656,1.4495136600732803,0.45778800407328035,0.45778800407328035,Random Forest Regressor
100,113,9.14902795,2.6097717336891217,-6.5392562163108785,6.5392562163108785,Random Forest Regressor
101,437,1.553001778,0.7094951347308234,-0.8435066432691767,0.8435066432691767,Random Forest Regressor
102,491,1.6671773,2.2249735908862203,0.5577962908862202,0.5577962908862202,Random Forest Regressor
103,526,0.033230403,1.5208819440193475,1.4876515410193476,1.4876515410193476,Random Forest Regressor
104,141,5.312905892,3.770466846227646,-1.5424390457723538,1.5424390457723538,Random Forest Regressor
105,706,2.579095705,2.0925481802225114,-0.4865475247774884,0.4865475247774884,Random Forest Regressor
106,548,0.230626522,1.9826450729370118,1.7520185509370116,1.7520185509370116,Random Forest Regressor
107,609,4.873739494,4.642098681651987,-0.23164081234801248,0.23164081234801248,Random Forest Regressor
108,648,0.988526383,0.8837612648308277,-0.10476511816917222,0.10476511816917222,Random Forest Regressor
